label,message
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Just sent you the email with all the documents attached.
ham,Not feeling great today. Going to work from home if that's ok.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Not feeling great today. Going to work from home if that's ok.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,That's so funny I literally can't stop laughing lol
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,Just sent you the email with all the documents attached.
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,Can you send me the quarterly report by end of day? Thanks
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000 18+ only."
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,Did you catch the bus? Or are you still at home waiting for me?
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000"
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,I've been searching for the right words to thank you for this breather.
ham,"Sure, let me know when you're free to talk this week."
ham,Just sent you the email with all the documents attached.
ham,Can you pick up some milk on the way home? We're completely out.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Did you watch the match last night? What a game! We won!
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Is that seriously how you spell his name?
ham,No worries at all! See you tomorrow bright and early.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Thanks for the invite but I already have plans with the family.
ham,Just arrived at Heathrow. Where are you parked?
ham,Working late tonight so probably won't be back until 9.
ham,I've got a spare ticket for the concert if you want to come?
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,Just arrived at Heathrow. Where are you parked?
ham,Thanks for the invite but I already have plans with the family.
ham,"Finally finished that book you recommended. You were right, it was brilliant."
spam,GET 50 FREE TEXT MSGS for life or £100 cash! Just call FREE 0800 298 8032. T&Cs apply
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Just arrived at Heathrow. Where are you parked?
spam,Had your mobile 11 months or more? U R entitled to update to the latest colour mobiles with camera for free! Call The Mobile Update Co FREE on 08002986030
ham,Can you send me the quarterly report by end of day? Thanks
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Just sent you the email with all the documents attached.
ham,Can you send me the quarterly report by end of day? Thanks
ham,"Sure, let me know when you're free to talk this week."
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,"Package arrived safely, thank you so much for sending it."
ham,Can you pick up some milk on the way home? We're completely out.
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Ok lar... Joking wif u oni...
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,Sounds like a great plan! Really looking forward to it.
ham,Sounds like a great plan! Really looking forward to it.
ham,Can you pick up some milk on the way home? We're completely out.
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,That's so funny I literally can't stop laughing lol
spam,Sunshine Quiz! Win a super prize guaranteed. Question: what colour is the sky? Text SKY to 88600. 1.50 per msg
spam,CONGRATULATIONS! Nokia 3650 video camera phone is your prize! Reply or call 08718726978 to claim!
ham,Can you send me the quarterly report by end of day? Thanks
ham,I just got back from the gym. So tired but feel great!
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,I just got back from the gym. So tired but feel great!
spam,NEW SEXY CHAT: Talk to gorgeous girls and guys! Call 0909 120 0440. Charged at 150ppm. Must be 18+
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Thanks for the invite but I already have plans with the family.
ham,Just arrived at Heathrow. Where are you parked?
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,I just got back from the gym. So tired but feel great!
ham,Fine if that's the way u feel. That's the way its gota b
ham,Thanks for the invite but I already have plans with the family.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Are you coming to the leaving party on Friday? Should be a good night.
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000"
ham,I've got a spare ticket for the concert if you want to come?
ham,Thanks for the invite but I already have plans with the family.
ham,I've got a spare ticket for the concert if you want to come?
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,Just arrived at Heathrow. Where are you parked?
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,No worries at all! See you tomorrow bright and early.
ham,That's so funny I literally can't stop laughing lol
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,Sounds like a great plan! Really looking forward to it.
ham,Can you send me the quarterly report by end of day? Thanks
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net Valid today only!"
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332. Please call 08081263000. Billed at 150p/month (max £6.00/yr) Reply STOP to opt out.
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min18+
ham,Just arrived at Heathrow. Where are you parked?
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,"Package arrived safely, thank you so much for sending it."
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Ok lar... Joking wif u oni...
ham,Just checking in to see how you're getting on with the project.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,What time do you want to meet up tomorrow at the gym?
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,Just sent you the email with all the documents attached.
spam,You have an important customer service announcement. Call freephone 0800 542 0825 NOW. Or ignore this message at your peril
ham,"Package arrived safely, thank you so much for sending it."
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,I've been searching for the right words to thank you for this breather.
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,Just sent you the email with all the documents attached.
ham,Just sent you the email with all the documents attached.
ham,Flight landed early. See you at arrivals in 20 mins.
spam,Urgent! call 09066358361 NOW! Find out how to claim 2 free airline tickets worth £1500. Wkly comp for 150 tkts 18+. 75p/call
ham,That's so funny I literally can't stop laughing lol
ham,Not feeling great today. Going to work from home if that's ok.
ham,Ok lar... Joking wif u oni...
ham,Is that seriously how you spell his name?
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,"Sure, let me know when you're free to talk this week."
ham,That's so funny I literally can't stop laughing lol
ham,What time do you want to meet up tomorrow at the gym?
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min18+
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Just arrived at Heathrow. Where are you parked?
spam,Free entry in 2 a weekly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question
ham,Can you call me when you get a chance? Need to talk.
ham,Is that seriously how you spell his name?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,How was your weekend? Did you end up going to that festival?
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Not feeling great today. Going to work from home if that's ok.
